company,job_title,job_category,seniority,country,min_experience_clean,min_experience,avg_salary_lpa,min_salary_lpa,max_salary_lpa,num_of_salaries,skill_python,skill_r,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_machine_learning,skill_statistics,skill_spark,skill_hadoop,skill_aws,skill_azure,skill_tensorflow,skill_pytorch,skill_nlp,skill_computer_vision,skill_big_data,skill_etl,skill_git,skill_docker,skill_data_visualization
Tech Mahindra,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.6,2.2,7.5,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.2,2.5,15.3,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infosys,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.7,3.4,12.0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCL Technologies,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.5,2.4,9.5,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eClerx,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.5,2.0,3.9,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBM,Data Analyst,Data Analyst,Mid-Level,India,2,2,7.6,4.0,15.5,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernst & Young,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.8,3.4,10.5,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipkart,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.9,3.2,12.0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genpact,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.7,2.5,9.0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Optum,Data Analyst,Data Analyst,Mid-Level,India,2,2,12.8,6.0,19.0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concentrix Corporation,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.9,2.4,6.3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deloitte,Data Analyst,Data Analyst,Mid-Level,India,1,1,7.6,4.3,13.0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zen3 Info Solutions,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.1,2.2,4.2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unilog Content Solutions ( P),Data Analyst,Data Analyst,Mid-Level,India,1,1,2.5,2.0,3.2,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogencis Information Services,Data Analyst,Data Analyst,Mid-Level,India,1,1,1.7,1.2,2.6,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnitedHealth,Data Analyst,Data Analyst,Mid-Level,India,2,2,10.7,3.3,18.0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qualsquad Infotech,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.0,1.1,3.0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTT DATA,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.3,2.1,8.0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InnovAccer,Data Analyst,Data Analyst,Mid-Level,India,0,0,9.2,5.0,13.0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleperformance,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.4,1.8,4.4,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindtree,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.6,4.0,9.6,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ericsson,Data Analyst,Data Analyst,Mid-Level,India,2,2,5.8,4.0,10.0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apex CoVantage,Data Analyst,Data Analyst,Mid-Level,India,0,0,1.8,1.1,3.0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Analytics,Data Analyst,Data Analyst,Mid-Level,India,0,0,8.8,7.5,12.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyient,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.4,1.8,6.7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urjanet Energy Solutions,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.7,2.0,4.2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBC,Data Analyst,Data Analyst,Mid-Level,India,1,1,8.0,3.4,12.4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXC Technology,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.4,3.7,10.2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUADRANT RESOURCE LLC,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.0,1.5,4.0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PwC,Data Analyst,Data Analyst,Mid-Level,India,0,0,6.3,3.2,12.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LatentView Analytics,Data Analyst,Data Analyst,Mid-Level,India,0,0,6.3,5.0,9.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXL Service,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.0,2.2,9.1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPMG,Data Analyst,Data Analyst,Mid-Level,India,1,1,6.7,3.0,12.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNS,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.2,2.0,8.9,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myntra,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.6,4.8,14.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQVIA,Data Analyst,Data Analyst,Mid-Level,India,1,1,7.3,4.1,12.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugam Solution,Data Analyst,Data Analyst,Mid-Level,India,0,0,4.6,1.8,8.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharti Airtel,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.6,2.6,11.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICICI Bank,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.9,2.5,10.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walmart,Data Analyst,Data Analyst,Mid-Level,India,1,1,13.9,3.8,30.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP Morgan Chase,Data Analyst,Data Analyst,Mid-Level,India,2,2,10.0,4.1,20.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kantar,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.2,3.0,5.7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S&P Global,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.4,3.1,8.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axtria,Data Analyst,Data Analyst,Mid-Level,India,0,0,8.8,6.0,13.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L&T Infotech,Data Analyst,Data Analyst,Mid-Level,India,1,1,6.6,3.8,14.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nielsen,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.0,2.4,7.3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citicorp,Data Analyst,Data Analyst,Mid-Level,India,1,1,12.2,8.5,17.1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morningstar,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.6,3.0,4.8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMathCompany,Data Analyst,Data Analyst,Mid-Level,India,0,0,5.2,4.5,8.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hewlett-Packard Enterprise,Data Analyst,Data Analyst,Mid-Level,India,2,2,6.6,3.5,10.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Datamatics Global Services,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.1,1.0,5.4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERE Technologies,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.6,2.0,4.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDFC Bank,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.6,2.0,10.3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nvidia,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.3,2.5,4.1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.8,2.5,12.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zensar Technologies,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.4,2.9,6.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vodafone Idea,Data Analyst,Data Analyst,Mid-Level,India,2,2,5.7,3.0,11.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardem Data Services,Data Analyst,Data Analyst,Mid-Level,India,0,0,1.9,1.1,3.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiserv,Data Analyst,Data Analyst,Mid-Level,India,2,2,11.5,6.0,17.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verificient Technologies,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.2,1.8,3.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRG Solutions,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.8,3.7,9.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.8,3.1,13.9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google,Data Analyst,Data Analyst,Mid-Level,India,1,1,15.5,2.6,50.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiggy,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.4,3.1,7.3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kriya It,Data Analyst,Data Analyst,Mid-Level,India,0,0,1.6,1.0,2.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reliance jio,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.6,3.5,10.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mphasis,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.1,2.1,9.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo India,Data Analyst,Data Analyst,Mid-Level,India,1,1,10.3,3.1,20.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE fundinfo,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.3,2.5,4.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyo Rooms,Data Analyst,Data Analyst,Mid-Level,India,1,1,6.5,3.4,11.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Competent Software,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.1,2.0,4.1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udaan,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.0,3.0,9.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continental Automotive Components,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.6,2.2,3.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2OPEN,Data Analyst,Data Analyst,Mid-Level,India,2,2,4.1,3.2,5.7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHS Markit,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.8,3.5,9.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidelity National Financial,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.3,1.9,4.2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proziod Analytics,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.5,3.0,4.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Express,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.5,3.2,18.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajaj Finserv,Data Analyst,Data Analyst,Mid-Level,India,0,0,6.5,2.0,12.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimint Solutions,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.2,1.7,3.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mu Sigma,Data Analyst,Data Analyst,Mid-Level,India,1,1,7.8,5.0,14.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Course5,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.5,3.0,5.1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paytm,Data Analyst,Data Analyst,Mid-Level,India,2,2,6.0,3.0,12.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straive,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.4,1.8,3.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honeywell Technology Solutions,Data Analyst,Data Analyst,Mid-Level,India,2,2,9.4,5.0,13.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intelligent Image Management Inc,Data Analyst,Data Analyst,Mid-Level,India,0,0,1.4,,2.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnitedLex,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.1,2.5,4.2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidelity National Information Services,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.0,2.7,8.1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barclays,Data Analyst,Data Analyst,Mid-Level,India,1,1,11.2,6.5,19.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novartis Healthcare,Data Analyst,Data Analyst,Mid-Level,India,2,2,10.3,6.7,14.2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1 RCM,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.4,2.3,5.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nokia,Data Analyst,Data Analyst,Mid-Level,India,0,0,4.2,2.2,8.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahar Infocons,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.2,1.4,3.1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axis Bank,Data Analyst,Data Analyst,Mid-Level,India,0,0,8.2,4.0,14.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freelancer.com,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.7,1.5,7.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtusa Consulting Services,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.2,2.2,8.8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aon,Data Analyst,Data Analyst,Mid-Level,India,0,0,4.6,2.9,8.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduent,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.9,1.6,6.4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schneider Electric,Data Analyst,Data Analyst,Mid-Level,India,1,1,6.3,3.0,12.1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citibank,Data Analyst,Data Analyst,Mid-Level,India,0,0,10.4,4.1,15.8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphera Solutions,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.4,3.2,3.8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systech Solutions,Data Analyst,Data Analyst,Mid-Level,India,0,0,4.7,3.8,7.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Motor,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.6,5.0,13.1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Source,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.7,1.5,4.9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S&P Global Market Intelligence,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.1,3.0,6.1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UST,Data Analyst,Data Analyst,Mid-Level,India,2,2,7.4,3.8,12.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SG Analytics,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.6,3.0,6.3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indegene,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.0,7.5,10.9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Systems,Data Analyst,Data Analyst,Mid-Level,India,3,3,9.0,4.0,21.7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huawei Technologies,Data Analyst,Data Analyst,Mid-Level,India,2,2,4.3,3.3,5.8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Entry,Data Analyst,Data Analyst,Mid-Level,India,0,0,1.7,,3.4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell,Data Analyst,Data Analyst,Mid-Level,India,2,2,13.3,6.0,21.7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harman Connected Services,Data Analyst,Data Analyst,Mid-Level,India,2,2,6.0,3.5,12.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson & Johnson,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.0,3.0,10.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InSync Analytics,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.5,1.9,3.3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larsen & Toubro Limited,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.0,2.0,9.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yardi Systems,Data Analyst,Data Analyst,Mid-Level,India,2,2,3.7,2.7,4.6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freelance Consultants,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.8,1.8,6.1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brillio,Data Analyst,Data Analyst,Mid-Level,India,0,0,5.8,4.0,11.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yodlee,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.5,3.9,8.6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABC,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.6,3.0,24.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JLL,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.4,3.5,9.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapient Corporation,Data Analyst,Data Analyst,Mid-Level,India,2,2,7.9,5.0,12.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZS,Data Analyst,Data Analyst,Mid-Level,India,1,1,10.6,7.0,16.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uber,Data Analyst,Data Analyst,Mid-Level,India,1,1,13.0,6.5,30.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Numeratr,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.0,2.0,4.4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukthi Datasoft,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.1,1.5,2.9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infosys BPM,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.8,2.1,7.8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hexaware Technologies,Data Analyst,Data Analyst,Mid-Level,India,1,1,6.4,,14.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganit Business Solutions,Data Analyst,Data Analyst,Mid-Level,India,0,0,6.0,6.0,6.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fractal Analytics,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.9,4.9,17.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMP Systems,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.8,3.0,4.6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indium Software,Data Analyst,Data Analyst,Mid-Level,India,0,0,7.0,4.0,11.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Gyan,Data Analyst,Data Analyst,Mid-Level,India,0,0,1.8,1.5,2.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randstad,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.2,2.5,8.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epsilon,Data Analyst,Data Analyst,Mid-Level,India,1,1,9.9,5.5,16.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N+A,Data Analyst,Data Analyst,Mid-Level,India,0,0,3.7,2.1,6.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Smart Cube,Data Analyst,Data Analyst,Mid-Level,India,0,0,7.7,6.3,9.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dataction Analytics,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.6,1.9,3.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSWRDC WOMEN'S DEGREE COLLEGE,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.5,2.0,3.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LiquidHub,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.6,1.4,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutherland Global Services,Data Analyst,Data Analyst,Mid-Level,India,1,1,4.8,2.8,7.3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ValueLabs,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.1,2.4,13.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCL Technologies BPO Services,Data Analyst,Data Analyst,Mid-Level,India,1,1,2.9,1.9,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUDL,Data Analyst,Data Analyst,Mid-Level,India,0,0,2.9,2.0,3.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Research & Development India,Data Analyst,Data Analyst,Mid-Level,India,1,1,10.2,7.5,15.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehat jr,Data Analyst,Data Analyst,Mid-Level,India,1,1,5.9,4.3,8.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpillar Inc,Data Analyst,Data Analyst,Mid-Level,India,1,1,6.2,3.6,10.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Mills,Data Analyst,Data Analyst,Mid-Level,India,0,0,7.0,5.3,9.2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYJU'S,Data Analyst,Data Analyst,Mid-Level,India,1,1,7.0,5.0,15.4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinduja Global Solutions,Data Analyst,Data Analyst,Mid-Level,India,1,1,3.7,2.0,6.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer,Data Analyst,Data Analyst,Mid-Level,India,0,0,4.8,2.3,8.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
